metric_date,store_id,store_name,region,product_category,orders,units_sold,net_revenue_usd,gross_margin_usd,gross_margin_pct,on_hand_units,reorder_point_units,stockout_flag,fill_rate_pct,shipped_on_time_pct,returns_units
2026-02-15,S008,Seattle Capitol Hill,Pacific,Footwear,6,9,706.09,345.98,49.0,114,75,0,99.1,97.6,1
2026-02-15,S008,Seattle Capitol Hill,Pacific,Home,5,6,417.85,192.21,46.0,98,68,0,99.1,97.6,1
2026-02-15,S008,Seattle Capitol Hill,Pacific,Beauty,11,14,536.46,305.78,57.0,188,145,0,99.1,97.6,1
2026-02-15,S008,Seattle Capitol Hill,Pacific,Consumer Electronics,2,3,438.79,136.03,31.0,51,38,0,99.1,97.6,0
2026-02-15,S009,Portland Pearl,Pacific,Apparel,6,8,462.86,240.69,52.0,85,110,0,99.1,97.6,0
2026-02-15,S009,Portland Pearl,Pacific,Footwear,4,6,481.48,235.92,49.0,63,75,0,99.1,97.6,1
2026-02-15,S009,Portland Pearl,Pacific,Home,4,5,359.49,165.36,46.0,86,68,0,99.1,97.6,0
2026-02-15,S009,Portland Pearl,Pacific,Beauty,7,10,388.6,221.5,57.0,225,145,0,99.1,97.6,1
2026-02-15,S009,Portland Pearl,Pacific,Consumer Electronics,1,2,321.8,99.76,31.0,67,38,0,99.1,97.6,0
2026-02-15,S010,Atlanta Midtown,Southeast,Apparel,8,11,657.6,341.95,52.0,161,110,0,99.1,97.6,0
2026-02-15,S010,Atlanta Midtown,Southeast,Footwear,6,8,667.72,327.18,49.0,126,75,0,99.1,97.6,0
2026-02-15,S010,Atlanta Midtown,Southeast,Home,3,6,442.05,203.34,46.0,72,68,0,99.1,97.6,0
2026-02-15,S010,Atlanta Midtown,Southeast,Beauty,10,14,527.72,300.8,57.0,125,145,0,99.1,97.6,1
2026-02-15,S010,Atlanta Midtown,Southeast,Consumer Electronics,2,3,460.49,142.75,31.0,58,38,0,99.1,97.6,0
2026-02-15,S011,Charlotte SouthPark,Southeast,Apparel,6,9,481.62,250.44,52.0,103,110,0,99.1,97.6,1
2026-02-15,S011,Charlotte SouthPark,Southeast,Footwear,5,7,570.25,279.42,49.0,105,75,0,99.1,97.6,0
2026-02-15,S011,Charlotte SouthPark,Southeast,Home,3,5,326.44,150.16,46.0,91,68,0,99.1,97.6,0
2026-02-15,S011,Charlotte SouthPark,Southeast,Beauty,9,13,499.78,284.87,57.0,108,145,0,99.1,97.6,1
2026-02-15,S011,Charlotte SouthPark,Southeast,Consumer Electronics,3,4,602.74,186.85,31.0,44,38,0,99.1,97.6,0
2026-02-15,S012,Boston Seaport,Northeast,Apparel,8,12,729.04,379.1,52.0,98,110,0,99.1,97.6,0
2026-02-15,S012,Boston Seaport,Northeast,Footwear,5,8,689.42,337.81,49.0,71,75,0,99.1,97.6,1
2026-02-15,S012,Boston Seaport,Northeast,Home,4,6,414.93,190.87,46.0,72,68,0,99.1,97.6,0
2026-02-15,S012,Boston Seaport,Northeast,Beauty,11,14,480.82,274.07,57.0,266,145,0,99.1,97.6,0
2026-02-15,S012,Boston Seaport,Northeast,Consumer Electronics,3,4,611.15,189.46,31.0,53,38,0,99.1,97.6,0
2026-02-16,S001,Austin Central,South Central,Apparel,6,11,626.32,325.68,52.0,93,110,0,99.1,97.6,0
2026-02-16,S001,Austin Central,South Central,Footwear,6,7,568.85,278.73,49.0,67,75,0,99.1,97.6,1
2026-02-16,S001,Austin Central,South Central,Home,5,7,495.22,227.8,46.0,59,68,0,99.1,97.6,0
2026-02-16,S001,Austin Central,South Central,Beauty,10,16,582.54,332.05,57.0,260,145,0,99.1,97.6,0
2026-02-16,S001,Austin Central,South Central,Consumer Electronics,3,4,616.46,191.1,31.0,37,38,0,99.1,97.6,0
2026-02-16,S002,Dallas North,South Central,Apparel,9,12,689.1,358.33,52.0,113,110,0,99.1,97.6,0
2026-02-16,S002,Dallas North,South Central,Footwear,4,6,477.59,234.02,49.0,102,75,0,99.1,97.6,1
2026-02-16,S002,Dallas North,South Central,Home,3,5,346.65,159.46,46.0,55,68,0,99.1,97.6,0
2026-02-16,S002,Dallas North,South Central,Beauty,9,13,480.03,273.61,57.0,188,145,0,99.1,97.6,0
2026-02-16,S002,Dallas North,South Central,Consumer Electronics,2,4,615.01,190.65,31.0,58,38,0,99.1,97.6,0
2026-02-16,S003,Houston Heights,South Central,Apparel,7,10,536.01,278.73,52.0,131,110,0,99.1,97.6,0
2026-02-16,S003,Houston Heights,South Central,Footwear,5,9,708.28,347.06,49.0,117,75,0,99.1,97.6,1
2026-02-16,S003,Houston Heights,South Central,Home,4,5,327.84,150.8,46.0,111,68,0,99.1,97.6,0
2026-02-16,S003,Houston Heights,South Central,Beauty,8,14,504.24,287.42,57.0,235,145,0,99.1,97.6,0
2026-02-16,S003,Houston Heights,South Central,Consumer Electronics,3,4,627.02,194.38,31.0,41,38,0,99.1,97.6,0
2026-02-16,S004,Chicago Loop,Midwest,Apparel,7,11,595.97,309.91,52.0,95,110,0,99.1,97.6,0
2026-02-16,S004,Chicago Loop,Midwest,Footwear,4,7,540.91,265.04,49.0,78,75,0,99.1,97.6,0
2026-02-16,S004,Chicago Loop,Midwest,Home,4,6,401.77,184.81,46.0,77,68,0,99.1,97.6,1
2026-02-16,S004,Chicago Loop,Midwest,Beauty,9,13,503.07,286.75,57.0,163,145,0,99.1,97.6,0
2026-02-16,S004,Chicago Loop,Midwest,Consumer Electronics,2,3,451.29,139.9,31.0,58,38,0,99.1,97.6,0
2026-02-16,S005,Minneapolis Uptown,Midwest,Apparel,7,9,500.47,260.25,52.0,111,110,0,99.1,97.6,0
2026-02-16,S005,Minneapolis Uptown,Midwest,Footwear,4,6,517.84,253.74,49.0,105,75,0,99.1,97.6,0
2026-02-16,S005,Minneapolis Uptown,Midwest,Home,4,6,432.78,199.08,46.0,50,68,0,99.1,97.6,0
2026-02-16,S005,Minneapolis Uptown,Midwest,Beauty,10,13,500.17,285.1,57.0,235,145,0,99.1,97.6,0
2026-02-16,S005,Minneapolis Uptown,Midwest,Consumer Electronics,2,3,470.17,145.75,31.0,64,38,0,99.1,97.6,0
2026-02-16,S006,Denver Union,Mountain,Apparel,6,9,473.33,246.13,52.0,194,110,0,99.1,97.6,0
2026-02-16,S006,Denver Union,Mountain,Footwear,4,7,572.92,280.73,49.0,111,75,0,99.1,97.6,0
2026-02-16,S006,Denver Union,Mountain,Home,4,6,413.31,190.12,46.0,124,68,0,99.1,97.6,0
2026-02-16,S006,Denver Union,Mountain,Beauty,10,15,583.43,332.56,57.0,192,145,0,99.1,97.6,0
2026-02-16,S006,Denver Union,Mountain,Consumer Electronics,3,4,638.91,198.06,31.0,68,38,0,99.1,97.6,0
2026-02-16,S007,Phoenix Biltmore,Southwest,Apparel,9,11,653.11,339.61,52.0,102,110,0,99.1,97.6,0
2026-02-16,S007,Phoenix Biltmore,Southwest,Footwear,4,6,526.25,257.86,49.0,136,75,0,99.1,97.6,0
2026-02-16,S007,Phoenix Biltmore,Southwest,Home,5,7,493.05,226.8,46.0,95,68,0,99.1,97.6,0
2026-02-16,S007,Phoenix Biltmore,Southwest,Beauty,7,11,383.59,218.65,57.0,245,145,0,99.1,97.6,0
2026-02-16,S007,Phoenix Biltmore,Southwest,Consumer Electronics,3,4,658.41,204.11,31.0,43,38,0,99.1,97.6,0
2026-02-16,S008,Seattle Capitol Hill,Pacific,Apparel,5,8,423.61,220.28,52.0,86,110,0,99.1,97.6,1
2026-02-16,S008,Seattle Capitol Hill,Pacific,Footwear,5,7,543.23,266.18,49.0,106,75,0,99.1,97.6,0
2026-02-16,S008,Seattle Capitol Hill,Pacific,Home,5,7,507.4,233.41,46.0,88,68,0,99.1,97.6,0
2026-02-16,S008,Seattle Capitol Hill,Pacific,Beauty,9,15,529.7,301.93,57.0,214,145,0,99.1,97.6,0
2026-02-16,S008,Seattle Capitol Hill,Pacific,Consumer Electronics,3,4,584.79,181.29,31.0,49,38,0,99.1,97.6,0
2026-02-16,S009,Portland Pearl,Pacific,Apparel,6,10,572.28,297.59,52.0,94,110,0,99.1,97.6,0
2026-02-16,S009,Portland Pearl,Pacific,Footwear,3,5,435.27,213.28,49.0,80,75,0,99.1,97.6,0
2026-02-16,S009,Portland Pearl,Pacific,Home,3,4,284.68,130.95,46.0,124,68,0,99.1,97.6,0
2026-02-16,S009,Portland Pearl,Pacific,Beauty,8,13,470.76,268.33,57.0,114,145,0,99.1,97.6,1
2026-02-16,S009,Portland Pearl,Pacific,Consumer Electronics,2,3,459.15,142.34,31.0,57,38,0,99.1,97.6,0
2026-02-16,S010,Atlanta Midtown,Southeast,Apparel,7,10,603.47,313.8,52.0,98,110,0,99.1,97.6,1
2026-02-16,S010,Atlanta Midtown,Southeast,Footwear,3,6,496.55,243.31,49.0,64,75,0,99.1,97.6,0
2026-02-16,S010,Atlanta Midtown,Southeast,Home,3,6,440.09,202.44,46.0,91,68,0,99.1,97.6,0
2026-02-16,S010,Atlanta Midtown,Southeast,Beauty,7,12,441.14,251.45,57.0,112,145,0,99.1,97.6,0
2026-02-16,S010,Atlanta Midtown,Southeast,Consumer Electronics,2,3,473.86,146.9,31.0,67,38,0,99.1,97.6,0
2026-02-16,S011,Charlotte SouthPark,Southeast,Apparel,7,10,565.65,294.14,52.0,117,110,0,99.1,97.6,1
2026-02-16,S011,Charlotte SouthPark,Southeast,Footwear,5,7,611.78,299.77,49.0,71,75,0,99.1,97.6,1
2026-02-16,S011,Charlotte SouthPark,Southeast,Home,4,6,429.12,197.39,46.0,68,68,0,99.1,97.6,0
2026-02-16,S011,Charlotte SouthPark,Southeast,Beauty,9,14,504.15,287.37,57.0,123,145,0,99.1,97.6,0
2026-02-16,S011,Charlotte SouthPark,Southeast,Consumer Electronics,3,4,624.03,193.45,31.0,43,38,0,99.1,97.6,0
2026-02-16,S012,Boston Seaport,Northeast,Apparel,5,9,528.87,275.01,52.0,177,110,0,99.1,97.6,1
2026-02-16,S012,Boston Seaport,Northeast,Footwear,5,7,577.04,282.75,49.0,88,75,0,99.1,97.6,0
2026-02-16,S012,Boston Seaport,Northeast,Home,3,5,367.95,169.26,46.0,80,68,0,99.1,97.6,0
2026-02-16,S012,Boston Seaport,Northeast,Beauty,12,15,579.68,330.42,57.0,136,145,0,99.1,97.6,1
2026-02-16,S012,Boston Seaport,Northeast,Consumer Electronics,3,4,637.11,197.5,31.0,48,38,0,99.1,97.6,0
2026-02-17,S001,Austin Central,South Central,Apparel,7,11,651.5,338.78,52.0,178,110,0,99.1,97.6,1
2026-02-17,S001,Austin Central,South Central,Footwear,5,8,662.7,324.72,49.0,136,75,0,99.1,97.6,1
2026-02-17,S001,Austin Central,South Central,Home,6,8,571.68,262.97,46.0,95,68,0,99.1,97.6,1
2026-02-17,S001,Austin Central,South Central,Beauty,11,19,680.65,387.97,57.0,241,145,0,99.1,97.6,1
2026-02-17,S001,Austin Central,South Central,Consumer Electronics,3,5,792.57,245.7,31.0,34,38,0,99.1,97.6,0
2026-02-17,S002,Dallas North,South Central,Apparel,8,12,712.57,370.54,52.0,97,110,0,99.1,97.6,1
2026-02-17,S002,Dallas North,South Central,Footwear,6,9,743.6,364.36,49.0,78,75,0,99.1,97.6,1
2026-02-17,S002,Dallas North,South Central,Home,4,6,420.88,193.6,46.0,86,68,0,99.1,97.6,0
2026-02-17,S002,Dallas North,South Central,Beauty,11,17,603.22,343.83,57.0,153,145,0,99.1,97.6,1
2026-02-17,S002,Dallas North,South Central,Consumer Electronics,2,4,573.21,177.69,31.0,53,38,0,99.1,97.6,0
2026-02-17,S003,Houston Heights,South Central,Apparel,8,12,651.84,338.96,52.0,124,110,0,99.1,97.6,1
2026-02-17,S003,Houston Heights,South Central,Footwear,4,7,562.25,275.5,49.0,130,75,0,99.1,97.6,0
2026-02-17,S003,Houston Heights,South Central,Home,4,6,439.55,202.19,46.0,77,68,0,99.1,97.6,0
2026-02-17,S003,Houston Heights,South Central,Beauty,10,14,471.14,268.55,57.0,172,145,0,99.1,97.6,1
2026-02-17,S003,Houston Heights,South Central,Consumer Electronics,3,5,821.59,254.69,31.0,62,38,0,99.1,97.6,0
2026-02-17,S004,Chicago Loop,Midwest,Apparel,9,15,820.64,426.73,52.0,196,110,0,99.1,97.6,1
2026-02-17,S004,Chicago Loop,Midwest,Footwear,7,10,781.89,383.13,49.0,136,75,0,99.1,97.6,1
2026-02-17,S004,Chicago Loop,Midwest,Home,4,6,415.97,191.35,46.0,94,68,0,99.1,97.6,0
2026-02-17,S004,Chicago Loop,Midwest,Beauty,13,18,617.85,352.17,57.0,168,145,0,99.1,97.6,1
2026-02-17,S004,Chicago Loop,Midwest,Consumer Electronics,2,4,574.31,178.04,31.0,64,38,0,99.1,97.6,0
2026-02-17,S005,Minneapolis Uptown,Midwest,Apparel,9,13,779.28,405.23,52.0,95,110,0,99.1,97.6,0
2026-02-17,S005,Minneapolis Uptown,Midwest,Footwear,5,9,727.63,356.54,49.0,126,75,0,99.1,97.6,1
2026-02-17,S005,Minneapolis Uptown,Midwest,Home,5,6,383.36,176.35,46.0,99,68,0,99.1,97.6,0
2026-02-17,S005,Minneapolis Uptown,Midwest,Beauty,8,13,493.31,281.19,57.0,108,145,0,99.1,97.6,0
2026-02-17,S005,Minneapolis Uptown,Midwest,Consumer Electronics,2,3,431.19,133.67,31.0,35,38,0,99.1,97.6,0
2026-02-17,S006,Denver Union,Mountain,Apparel,10,13,719.39,374.08,52.0,82,110,0,99.1,97.6,1
2026-02-17,S006,Denver Union,Mountain,Footwear,5,7,603.92,295.92,49.0,112,75,0,99.1,97.6,0
2026-02-17,S006,Denver Union,Mountain,Home,3,5,341.55,157.11,46.0,108,68,0,99.1,97.6,0
2026-02-17,S006,Denver Union,Mountain,Beauty,7,12,453.33,258.4,57.0,114,145,0,99.1,97.6,1
2026-02-17,S006,Denver Union,Mountain,Consumer Electronics,3,4,602.27,186.7,31.0,54,38,0,99.1,97.6,0
2026-02-17,S007,Phoenix Biltmore,Southwest,Apparel,8,10,576.37,299.71,52.0,159,110,0,99.1,97.6,1
2026-02-17,S007,Phoenix Biltmore,Southwest,Footwear,7,9,761.45,373.11,49.0,90,75,0,99.1,97.6,0
2026-02-17,S007,Phoenix Biltmore,Southwest,Home,4,6,386.71,177.89,46.0,83,68,0,99.1,97.6,0
2026-02-17,S007,Phoenix Biltmore,Southwest,Beauty,11,16,594.42,338.82,57.0,146,145,0,99.1,97.6,1
2026-02-17,S007,Phoenix Biltmore,Southwest,Consumer Electronics,3,5,748.59,232.06,31.0,61,38,0,99.1,97.6,0
2026-02-17,S008,Seattle Capitol Hill,Pacific,Apparel,9,14,801.8,416.94,52.0,124,110,0,99.1,97.6,1
2026-02-17,S008,Seattle Capitol Hill,Pacific,Footwear,7,11,929.95,455.68,49.0,82,75,0,99.1,97.6,0
2026-02-17,S008,Seattle Capitol Hill,Pacific,Home,5,7,477.42,219.61,46.0,116,68,0,99.1,97.6,1
2026-02-17,S008,Seattle Capitol Hill,Pacific,Beauty,8,13,465.99,265.62,57.0,166,145,0,99.1,97.6,1
2026-02-17,S008,Seattle Capitol Hill,Pacific,Consumer Electronics,3,5,769.32,238.49,31.0,47,38,0,99.1,97.6,0
2026-02-17,S009,Portland Pearl,Pacific,Apparel,7,11,594.6,309.19,52.0,176,110,0,99.1,97.6,1
2026-02-17,S009,Portland Pearl,Pacific,Footwear,4,6,494.44,242.28,49.0,117,75,0,99.1,97.6,0
2026-02-17,S009,Portland Pearl,Pacific,Home,3,5,358.58,164.95,46.0,90,68,0,99.1,97.6,0
2026-02-17,S009,Portland Pearl,Pacific,Beauty,9,12,441.14,251.45,57.0,192,145,0,99.1,97.6,1
2026-02-17,S009,Portland Pearl,Pacific,Consumer Electronics,2,3,433.55,134.4,31.0,56,38,0,99.1,97.6,0
2026-02-17,S010,Atlanta Midtown,Southeast,Apparel,7,11,579.77,301.48,52.0,112,110,0,99.1,97.6,0
2026-02-17,S010,Atlanta Midtown,Southeast,Footwear,6,10,795.35,389.72,49.0,105,75,0,99.1,97.6,0
2026-02-17,S010,Atlanta Midtown,Southeast,Home,4,7,452.95,208.36,46.0,60,68,0,99.1,97.6,0
2026-02-17,S010,Atlanta Midtown,Southeast,Beauty,11,16,580.48,330.88,57.0,174,145,0,99.1,97.6,1
2026-02-17,S010,Atlanta Midtown,Southeast,Consumer Electronics,3,4,583.94,181.02,31.0,65,38,0,99.1,97.6,0
2026-02-17,S011,Charlotte SouthPark,Southeast,Apparel,7,11,665.67,346.15,52.0,139,110,0,99.1,97.6,1
2026-02-17,S011,Charlotte SouthPark,Southeast,Footwear,4,7,557.45,273.15,49.0,118,75,0,99.1,97.6,0
2026-02-17,S011,Charlotte SouthPark,Southeast,Home,4,7,490.78,225.76,46.0,50,68,0,99.1,97.6,0
2026-02-17,S011,Charlotte SouthPark,Southeast,Beauty,10,16,597.74,340.71,57.0,155,145,0,99.1,97.6,1
2026-02-17,S011,Charlotte SouthPark,Southeast,Consumer Electronics,2,3,474.93,147.23,31.0,41,38,0,99.1,97.6,0
2026-02-17,S012,Boston Seaport,Northeast,Apparel,10,14,794.4,413.09,52.0,82,110,0,99.1,97.6,1
2026-02-17,S012,Boston Seaport,Northeast,Footwear,7,10,788.6,386.42,49.0,57,75,0,99.1,97.6,1
2026-02-17,S012,Boston Seaport,Northeast,Home,5,7,492.22,226.42,46.0,52,68,0,99.1,97.6,0
2026-02-17,S012,Boston Seaport,Northeast,Beauty,12,16,615.22,350.67,57.0,156,145,0,99.1,97.6,1
2026-02-17,S012,Boston Seaport,Northeast,Consumer Electronics,3,4,600.48,186.15,31.0,69,38,0,99.1,97.6,0
2026-02-18,S001,Austin Central,South Central,Apparel,9,15,879.46,457.32,52.0,94,110,0,99.1,97.6,1
2026-02-18,S001,Austin Central,South Central,Footwear,7,12,953.58,467.25,49.0,113,75,0,99.1,97.6,0
2026-02-18,S001,Austin Central,South Central,Home,5,8,518.75,238.62,46.0,64,68,0,99.1,97.6,1
2026-02-18,S001,Austin Central,South Central,Beauty,14,23,771.9,439.99,57.0,160,145,0,99.1,97.6,2
2026-02-18,S001,Austin Central,South Central,Consumer Electronics,4,6,969.71,300.61,31.0,42,38,0,99.1,97.6,0
2026-02-18,S002,Dallas North,South Central,Apparel,10,16,842.57,438.13,52.0,196,110,0,99.1,97.6,0
2026-02-18,S002,Dallas North,South Central,Footwear,7,9,697.24,341.65,49.0,105,75,0,99.1,97.6,1
2026-02-18,S002,Dallas North,South Central,Home,6,8,579.09,266.38,46.0,88,68,0,99.1,97.6,1
2026-02-18,S002,Dallas North,South Central,Beauty,10,15,544.54,310.39,57.0,222,145,0,99.1,97.6,0
2026-02-18,S002,Dallas North,South Central,Consumer Electronics,4,5,818.18,253.64,31.0,49,38,0,99.1,97.6,0
2026-02-18,S003,Houston Heights,South Central,Apparel,8,13,735.7,382.57,52.0,129,110,0,99.1,97.6,1
2026-02-18,S003,Houston Heights,South Central,Footwear,6,9,707.29,346.57,49.0,104,75,0,99.1,97.6,1
2026-02-18,S003,Houston Heights,South Central,Home,4,6,385.63,177.39,46.0,89,68,0,99.1,97.6,0
2026-02-18,S003,Houston Heights,South Central,Beauty,14,18,659.42,375.87,57.0,199,145,0,99.1,97.6,2
2026-02-18,S003,Houston Heights,South Central,Consumer Electronics,3,4,588.29,182.37,31.0,62,38,0,99.1,97.6,0
2026-02-18,S004,Chicago Loop,Midwest,Apparel,8,12,633.28,329.31,52.0,82,110,0,99.1,97.6,1
2026-02-18,S004,Chicago Loop,Midwest,Footwear,5,8,679.05,332.74,49.0,85,75,0,99.1,97.6,0
2026-02-18,S004,Chicago Loop,Midwest,Home,6,9,592.54,272.57,46.0,119,68,0,99.1,97.6,1
2026-02-18,S004,Chicago Loop,Midwest,Beauty,16,21,755.54,430.66,57.0,256,145,0,99.1,97.6,1
2026-02-18,S004,Chicago Loop,Midwest,Consumer Electronics,3,4,601.14,186.35,31.0,57,38,0,99.1,97.6,0
2026-02-18,S005,Minneapolis Uptown,Midwest,Apparel,8,13,751.36,390.71,52.0,111,110,0,99.1,97.6,1
2026-02-18,S005,Minneapolis Uptown,Midwest,Footwear,6,8,629.09,308.25,49.0,92,75,0,99.1,97.6,1
2026-02-18,S005,Minneapolis Uptown,Midwest,Home,5,7,472.02,217.13,46.0,87,68,0,99.1,97.6,0
2026-02-18,S005,Minneapolis Uptown,Midwest,Beauty,13,17,594.59,338.92,57.0,175,145,0,99.1,97.6,2
2026-02-18,S005,Minneapolis Uptown,Midwest,Consumer Electronics,3,4,642.07,199.04,31.0,61,38,0,99.1,97.6,0
2026-02-18,S006,Denver Union,Mountain,Apparel,10,14,772.37,401.63,52.0,108,110,0,99.1,97.6,0
2026-02-18,S006,Denver Union,Mountain,Footwear,6,8,682.43,334.39,49.0,83,75,0,99.1,97.6,0
2026-02-18,S006,Denver Union,Mountain,Home,6,8,511.72,235.39,46.0,123,68,0,99.1,97.6,1
2026-02-18,S006,Denver Union,Mountain,Beauty,9,14,489.57,279.05,57.0,225,145,0,99.1,97.6,1
2026-02-18,S006,Denver Union,Mountain,Consumer Electronics,3,4,648.45,201.02,31.0,54,38,0,99.1,97.6,0
2026-02-18,S007,Phoenix Biltmore,Southwest,Apparel,7,11,646.81,336.34,52.0,101,110,0,99.1,97.6,1
2026-02-18,S007,Phoenix Biltmore,Southwest,Footwear,7,11,967.71,474.18,49.0,117,75,0,99.1,97.6,1
2026-02-18,S007,Phoenix Biltmore,Southwest,Home,5,6,429.05,197.36,46.0,73,68,0,99.1,97.6,0
2026-02-18,S007,Phoenix Biltmore,Southwest,Beauty,11,16,599.85,341.91,57.0,170,145,0,99.1,97.6,1
2026-02-18,S007,Phoenix Biltmore,Southwest,Consumer Electronics,3,4,624.17,193.49,31.0,37,38,0,99.1,97.6,0
2026-02-18,S008,Seattle Capitol Hill,Pacific,Apparel,10,16,891.41,463.53,52.0,155,110,0,99.1,97.6,1
2026-02-18,S008,Seattle Capitol Hill,Pacific,Footwear,5,8,617.29,302.47,49.0,74,75,0,99.1,97.6,0
2026-02-18,S008,Seattle Capitol Hill,Pacific,Home,5,7,496.5,228.39,46.0,94,68,0,99.1,97.6,1
2026-02-18,S008,Seattle Capitol Hill,Pacific,Beauty,13,20,674.18,384.28,57.0,148,145,0,99.1,97.6,0
2026-02-18,S008,Seattle Capitol Hill,Pacific,Consumer Electronics,5,6,971.24,301.08,31.0,35,38,0,99.1,97.6,0
2026-02-18,S009,Portland Pearl,Pacific,Apparel,9,13,721.23,375.04,52.0,100,110,0,99.1,97.6,1
2026-02-18,S009,Portland Pearl,Pacific,Footwear,5,7,542.87,266.01,49.0,72,75,0,99.1,97.6,0
2026-02-18,S009,Portland Pearl,Pacific,Home,5,7,510.79,234.96,46.0,115,68,0,99.1,97.6,0
2026-02-18,S009,Portland Pearl,Pacific,Beauty,12,15,554.3,315.95,57.0,266,145,0,99.1,97.6,1
2026-02-18,S009,Portland Pearl,Pacific,Consumer Electronics,2,4,599.68,185.9,31.0,56,38,0,99.1,97.6,0
2026-02-18,S010,Atlanta Midtown,Southeast,Apparel,6,11,635.59,330.51,52.0,180,110,0,99.1,97.6,0
2026-02-18,S010,Atlanta Midtown,Southeast,Footwear,5,8,685.93,336.11,49.0,116,75,0,99.1,97.6,1
